Year,Country_s,Country_r,Industry_i,Industry_j,VAD_s_i,VAD_r_j
2021,ALB,AGO,services,services,8010498.12,66571181.1559
2021,DZA,DZA,goods,goods,51985439.6899,51985439.6899
2021,DZA,DZA,goods,services,51985439.6899,102831545.637
2021,DZA,DZA,services,goods,102831545.637,51985439.6899
2021,DZA,DZA,services,services,102831545.637,102831545.637
2021,DZA,AND,goods,goods,51985439.6899,106341.81754
2021,DZA,AND,goods,services,51985439.6899,2422472.05635
2021,DZA,AND,services,goods,102831545.637,106341.81754
2021,DZA,AND,services,services,102831545.637,2422472.05635
2021,DZA,AGO,goods,goods,51985439.6899,29451536.6667
2021,DZA,AGO,goods,services,51985439.6899,66571181.1559
2021,DZA,AGO,services,goods,102831545.637,29451536.6667
2021,DZA,AGO,services,services,102831545.637,66571181.1559
2021,AND,AND,goods,goods,106341.81754,106341.81754
2021,AND,AND,goods,services,106341.81754,2422472.05635
2021,AND,AND,services,goods,2422472.05635,106341.81754
2021,AND,AND,services,services,2422472.05635,2422472.05635
2021,AND,AGO,goods,goods,106341.81754,29451536.6667
2021,AND,AGO,goods,services,106341.81754,66571181.1559
2021,AND,AGO,services,goods,2422472.05635,29451536.6667
2021,AND,AGO,services,services,2422472.05635,66571181.1559
2021,AGO,AGO,goods,goods,29451536.6667,29451536.6667
2021,AGO,AGO,goods,services,29451536.6667,66571181.1559
2021,AGO,AGO,services,goods,66571181.1559,29451536.6667
2021,AGO,AGO,services,services,66571181.1559,66571181.1559
2022,AFG,AFG,goods,goods,6108223.61699,6108223.61699
2022,AFG,AFG,goods,services,6108223.61699,12530226.2558
2022,AFG,AFG,services,goods,12530226.2558,6108223.61699
2022,AFG,AFG,services,services,12530226.2558,12530226.2558
2022,AFG,ALB,goods,goods,6108223.61699,3494547.2014
2022,AFG,ALB,goods,services,6108223.61699,7910060.3859
2022,AFG,ALB,services,goods,12530226.2558,3494547.2014
2022,AFG,ALB,services,services,12530226.2558,7910060.3859
2022,AFG,DZA,goods,goods,6108223.61699,50645557.8271
2022,AFG,DZA,goods,services,6108223.61699,99994242.793
2022,AFG,DZA,services,goods,12530226.2558,50645557.8271
2022,AFG,DZA,services,services,12530226.2558,99994242.793
2022,AFG,AND,goods,goods,6108223.61699,95245.85572
2022,AFG,AND,goods,services,6108223.61699,2282419.96545
2022,AFG,AND,services,goods,12530226.2558,95245.85572
2022,AFG,AND,services,services,12530226.2558,2282419.96545
2022,AFG,AGO,goods,goods,6108223.61699,28636373.1787
2022,AFG,AGO,goods,services,6108223.61699,64563469.4714
2022,AFG,AGO,services,goods,12530226.2558,28636373.1787
2022,AFG,AGO,services,services,12530226.2558,64563469.4714
2022,ALB,ALB,goods,goods,3494547.2014,3494547.2014
2022,ALB,ALB,goods,services,3494547.2014,7910060.3859
2022,ALB,ALB,services,goods,7910060.3859,3494547.2014
2022,ALB,ALB,services,services,7910060.3859,7910060.3859
2022,ALB,DZA,goods,goods,3494547.2014,50645557.8271
2022,ALB,DZA,goods,services,3494547.2014,99994242.793
2022,ALB,DZA,services,goods,7910060.3859,50645557.8271
2022,ALB,DZA,services,services,7910060.3859,99994242.793
2022,ALB,AND,goods,goods,3494547.2014,95245.85572
2022,ALB,AND,goods,services,3494547.2014,2282419.96545
2022,ALB,AND,services,goods,7910060.3859,95245.85572
2022,ALB,AND,services,services,7910060.3859,2282419.96545
2022,ALB,AGO,goods,goods,3494547.2014,28636373.1787
2022,ALB,AGO,goods,services,3494547.2014,64563469.4714
2022,ALB,AGO,services,goods,7910060.3859,28636373.1787
2022,ALB,AGO,services,services,7910060.3859,64563469.4714
2022,DZA,DZA,goods,goods,50645557.8271,50645557.8271
2022,DZA,DZA,goods,services,50645557.8271,99994242.793
2022,DZA,DZA,services,goods,99994242.793,50645557.8271
2022,DZA,DZA,services,services,99994242.793,99994242.793
2022,DZA,AND,goods,goods,50645557.8271,95245.85572
2022,DZA,AND,goods,services,50645557.8271,2282419.96545
2022,DZA,AND,services,goods,99994242.793,95245.85572
2022,DZA,AND,services,services,99994242.793,2282419.96545
2022,DZA,AGO,goods,goods,50645557.8271,28636373.1787
2022,DZA,AGO,goods,services,50645557.8271,64563469.4714
2022,DZA,AGO,services,goods,99994242.793,28636373.1787
2022,DZA,AGO,services,services,99994242.793,64563469.4714
2022,AND,AND,goods,goods,95245.85572,95245.85572
2022,AND,AND,goods,services,95245.85572,2282419.96545
2022,AND,AND,services,goods,2282419.96545,95245.85572
2022,AND,AND,services,services,2282419.96545,2282419.96545
2022,AND,AGO,goods,goods,95245.85572,28636373.1787
2022,AND,AGO,goods,services,95245.85572,64563469.4714
2022,AND,AGO,services,goods,2282419.96545,28636373.1787
2022,AND,AGO,services,services,2282419.96545,64563469.4714
2022,AGO,AGO,goods,goods,28636373.1787,28636373.1787
2022,AGO,AGO,goods,services,28636373.1787,64563469.4714
2022,AGO,AGO,services,goods,64563469.4714,28636373.1787
2022,AGO,AGO,services,services,64563469.4714,64563469.4714
